order_id;product_id;unit_price;quantity;discount
141;45;7,6;35;0,2
141;52;5,6;45;0,2
141;53;26,2;11;0
142;10;24,8;22;0
142;55;19,2;11;0
142;62;39,4;98;0
142;70;12;35;0
143;31;10;59;0,1
143;35;14,4;67;0,1
143;46;9,6;91;0
143;72;27,8;25;0,1
144;13;4,8;33;0
145;69;28,8;31;0
146;2;15,2;76;0,25
146;14;18,6;11;0,25
146;25;11,2;56;0,25
146;26;24,9;86;0,25
146;31;10;7;0
147;13;4,8;37;0
147;62;39,4;16;0
148;46;9,6;68;0,1
148;53;26,2;90;0,1
148;69;28,8;53;0
149;23;7,2;10;0
149;71;17,2;70;0
149;72;27,8;19;0
150;21;8;48;0,15
150;51;42,4;28;0,15
151;35;14,4;76;0
151;55;19,2;78;0,1
152;68;10;83;0
152;71;17,2;22;0
152;76;14,4;86;0
152;77;10,4;100;0
153;29;99;46;0
153;35;14,4;35;0
153;49;16;38;0
154;30;20,7;77;0
154;56;30,4;99;0
154;65;16,8;20;0
154;71;17,2;34;0
155;23;7,2;78;0
155;63;35,1;32;0
156;16;13,9;84;0,15
156;48;10,2;76;0,15
157;26;24,9;26;0,05
157;42;11,2;100;0,05
157;49;16;42;0,05
158;3;8;42;0
159;1;14,4;75;0
159;21;8;30;0,1
159;28;36,4;28;0,1
159;36;15,2;95;0,1
159;40;14,7;38;0,1
160;11;16,8;56;0
160;69;28,8;88;0
160;71;17,2;12;0
161;37;20,8;29;0
161;54;5,9;82;0
161;62;39,4;34;0
162;14;18,6;46;0
162;21;8;11;0
163;33;2;75;0
163;59;44;77;0
164;41;7,7;42;0,2
164;44;15,5;9;0,2
164;59;44;68;0,2
165;14;18,6;86;0,1
166;1;14,4;27;0
166;62;39,4;94;0
166;76;14,4;78;0
167;19;7,3;18;0,05
167;33;2;16;0
168;17;31,2;63;0
168;33;2;65;0
169;19;7,3;80;0
169;53;26,2;65;0
169;57;15,6;20;0
170;38;210,8;13;0
170;46;9,6;65;0,25
170;68;10;60;0,25
170;77;10,4;100;0
171;2;15,2;48;0
171;47;7,6;20;0
171;61;22,8;49;0
171;74;8;33;0
172;60;27,2;44;0,05
172;69;28,8;12;0,05
173;9;77,6;11;0,1
173;13;4,8;55;0,1
173;70;12;92;0,1
173;73;12;78;0,1
174;19;7,3;47;0,15
174;26;24,9;13;0
174;53;26,2;19;0,15
174;77;10,4;61;0,15
175;26;24,9;10;0
176;31;10;84;0
176;59;44;9;0
177;35;14,4;64;0,2
177;38;210,8;43;0,2
177;68;10;57;0,2
178;55;19,2;97;0,25
178;76;14,4;33;0,25
179;56;30,4;50;0
179;64;26,6;45;0
180;14;18,6;42;0
181;46;9,6;91;0
182;50;13;95;0
182;63;35,1;62;0,25
183;17;31,2;75;0,2
183;21;8;35;0
183;56;30,4;82;0
183;59;44;36;0,2
184;17;31,2;53;0,25
184;40;14,7;67;0,25
184;47;7,6;37;0,25
185;26;24,9;20;0
185;54;5,9;68;0
186;56;30,4;27;0
187;11;16,8;30;0
187;76;14,4;84;0,15
188;2;15,2;98;0
188;22;16,8;69;0
188;72;27,8;50;0
189;46;9,6;19;0
189;56;30,4;25;0,1
189;64;26,6;16;0,1
189;75;6,2;83;0,1
190;53;26,2;13;0
191;19;7,3;54;0,2
191;34;11,2;46;0,2
191;57;15,6;79;0,2
192;12;30,4;90;0
192;16;13,9;72;0
192;64;26,6;78;0
192;74;8;80;0
193;2;15,2;43;0,15
193;16;13,9;48;0,15
193;29;99;39;0,15
193;61;22,8;40;0,15
194;27;35,1;16;0
195;11;16,8;56;0
195;54;5,9;67;0
195;66;13,6;42;0
196;11;16,8;10;0,2
196;28;36,4;96;0
197;17;31,2;41;0
197;26;24,9;9;0
197;35;14,4;86;0
197;41;7,7;80;0
198;39;14,4;43;0
198;54;5,9;83;0
199;19;7,3;66;0,1
199;24;3,6;59;0,1
199;31;10;71;0,1
199;52;5,6;64;0,1
200;19;7,3;91;0
200;65;16,8;53;0
200;71;17,2;40;0
201;26;24,9;69;0
201;40;14,7;27;0
202;10;24,8;83;0
202;52;5,6;13;0
202;62;39,4;85;0
203;10;24,8;71;0,2
203;54;5,9;43;0,2
204;55;19,2;87;0,1
204;64;26,6;38;0,1
204;65;16,8;28;0,1
204;77;10,4;37;0,1
205;28;36,4;11;0
205;44;15,5;7;0,05
206;48;10,2;73;0,1
206;70;12;51;0,1
207;16;13,9;11;0,2
207;33;2;83;0,2
207;46;9,6;46;0,2
208;39;14,4;40;0
208;53;26,2;18;0
208;61;22,8;9;0
208;71;17,2;95;0
209;21;8;41;0,15
209;49;16;73;0,15
210;59;44;32;0
211;26;24,9;69;0
211;28;36,4;36;0
211;43;36,8;27;0
211;56;30,4;61;0
211;71;17,2;51;0
212;7;24;41;0,05
212;46;9,6;98;0,05
212;72;27,8;8;0
213;68;10;17;0,25
213;75;6,2;49;0,25
214;21;8;53;0,25
214;30;20,7;67;0,25
214;55;19,2;48;0,25
215;13;4,8;27;0
215;23;7,2;58;0
216;19;7,3;84;0
216;42;11,2;17;0
217;4;17,6;95;0,2
217;43;36,8;96;0
217;56;30,4;13;0,2
217;60;27,2;70;0
218;24;3,6;49;0
218;29;99;8;0,1
218;40;14,7;24;0
218;45;7,6;87;0,1
218;50;13;86;0
219;11;16,8;19;0
219;46;9,6;8;0
220;24;3,6;36;0
220;25;11,2;34;0
221;30;20,7;84;0
221;43;36,8;100;0
222;2;15,2;63;0,15
222;16;13,9;43;0,15
222;44;15,5;28;0,15
223;18;50;18;0
223;23;7,2;12;0
223;64;26,6;50;0
224;7;24;99;0
224;56;30,4;34;0
225;24;3,6;23;0,05
225;51;42,4;85;0
226;33;2;39;0
226;71;17,2;9;0
227;14;18,6;78;0
227;28;36,4;62;0
227;40;14,7;93;0
227;75;6,2;38;0
228;31;10;91;0,15
228;66;13,6;36;0,15
228;76;14,4;47;0,15
229;55;19,2;10;0,05
229;70;12;69;0
230;1;14,4;41;0
230;21;8;9;0,25
230;39;14,4;80;0,25
231;10;24,8;88;0,05
232;38;210,8;66;0
232;53;26,2;98;0
232;59;44;42;0
232;64;26,6;48;0
233;47;7,6;84;0
233;59;44;10;0
234;49;16;93;0
234;60;27,2;42;0
235;40;14,7;18;0
236;34;11,2;34;0,05
236;77;10,4;88;0,05
237;21;8;90;0
237;40;14,7;63;0
237;51;42,4;78;0
238;2;15,2;96;0,1
238;3;8;61;0,1
238;55;19,2;26;0,1
238;70;12;56;0,1
239;11;16,8;97;0
239;51;42,4;35;0
239;74;8;98;0
240;19;7,3;47;0
240;26;24,9;97;0
240;54;5,9;56;0,25
241;59;44;76;0
241;73;12;66;0,2
242;11;16,8;38;0,25
242;16;13,9;40;0
243;59;44;87;0
243;68;10;25;0
243;75;6,2;93;0
244;44;15,5;30;0,15
244;77;10,4;41;0,15
245;25;11,2;71;0,05
245;42;11,2;90;0,05
246;65;16,8;56;0,1
246;66;13,6;48;0,1
246;69;28,8;49;0,1
247;56;30,4;64;0
248;23;7,2;83;0
248;41;7,7;90;0
248;77;10,4;67;0
249;31;10;41;0,05
250;56;30,4;61;0
250;72;27,8;51;0
250;77;10,4;82;0
251;24;4,5;27;0
251;40;18,4;58;0
251;42;14;36;0
252;28;45,6;21;0
252;49;20;35;0
253;15;15,5;8;0,05
253;28;45,6;95;0,05
254;54;7,45;44;0
255;45;9,5;43;0
255;53;32,8;23;0
255;67;14;94;0
256;14;23,25;90;0
256;65;21,05;87;0
257;2;19;65;0
257;21;10;84;0
257;53;32,8;73;0
257;61;28,5;69;0
258;62;49,3;77;0
259;25;14;36;0,1
259;70;15;67;0,1
260;43;46;31;0,15
260;48;12,75;92;0,15
261;13;6;99;0
261;39;18;95;0
262;28;45,6;75;0
263;29;123,79;57;0
263;75;7,75;54;0,1
264;4;22;20;0,15
264;7;30;81;0,15
264;8;40;50;0,15
265;24;4,5;76;0,15
265;46;12;18;0,15
265;47;9,5;10;0,15
265;60;34;19;0,15
266;21;10;32;0,2
266;32;32;22;0,2
266;61;28,5;58;0,2
267;20;81;86;0
267;28;45,6;19;0
267;56;38;88;0
267;65;21,05;99;0
267;75;7,75;38;0
268;9;97;15;0,15
268;16;17,45;71;0
268;27;43,9;73;0
268;33;2,5;8;0,15
268;60;34;27;0,15
269;18;62,5;23;0,1
269;41;9,65;32;0,1
269;42;14;35;0
270;52;7;44;0
270;59;55;12;0
270;70;15;36;0
271;24;4,5;48;0
271;38;263,5;52;0
271;44;19,45;65;0
272;10;31;60;0,05
272;56;38;64;0
272;60;34;83;0,05
273;24;4,5;36;0
273;53;32,8;93;0
274;35;18;17;0
274;41;9,65;46;0
274;68;12,5;29;0
275;1;18;79;0,2
275;8;40;26;0
275;30;25,89;68;0,2
275;40;18,4;36;0,2
276;17;39;8;0,1
276;20;81;61;0,1
276;37;26;69;0,1
276;41;9,65;35;0,1
277;10;31;32;0
277;30;25,89;31;0
277;43;46;59;0
277;54;7,45;55;0
278;36;19;14;0
278;40;18,4;29;0,1
279;1;18;78;0,15
279;13;6;72;0
279;56;38;91;0,15
280;4;22;70;0,1
280;36;19;14;0,1
281;11;21;22;0
281;33;2,5;11;0,2
281;72;34,8;60;0
282;55;24;92;0
282;68;12,5;24;0
282;69;36;75;0
283;17;39;16;0
283;43;46;39;0
283;61;28,5;33;0
283;76;18;58;0
284;59;55;100;0
285;30;25,89;64;0
285;66;17;94;0
286;4;22;97;0,05
286;72;34,8;15;0
286;73;15;48;0,05
287;30;25,89;37;0
287;40;18,4;92;0,2
287;54;7,45;26;0,2
288;11;21;39;0,1
288;40;18,4;51;0,1
288;57;19,5;15;0,1
288;59;55;36;0,1
289;12;38;33;0,25
289;31;12,5;82;0
289;33;2,5;38;0
289;60;34;69;0,25
290;31;12,5;33;0
290;51;53;69;0
290;58;13,25;32;0
290;72;34,8;60;0
290;73;15;38;0
291;70;15;17;0
291;72;34,8;16;0
292;13;6;17;0
292;21;10;59;0
292;33;2,5;67;0
292;49;20;87;0
293;3;10;73;0
293;26;31,23;25;0
293;38;263,5;50;0
293;68;12,5;29;0
294;24;4,5;75;0,1
294;38;263,5;24;0,1
294;65;21,05;88;0,1
294;71;21,5;10;0,1
295;11;21;69;0,05
295;54;7,45;85;0,05
296;12;38;97;0,15
296;23;9;29;0,15
297;28;45,6;24;0
297;67;14;71;0
298;11;21;52;0
299;7;30;98;0
299;35;18;90;0
299;62;49,3;36;0
300;32;32;85;0,15
300;36;19;71;0
301;34;14;81;0,25
301;41;9,65;20;0
302;31;12,5;46;0,15
302;45;9,5;67;0,15
302;51;53;11;0,15
303;17;39;89;0,1
303;19;9,2;92;0
303;21;10;97;0,1
303;61;28,5;32;0,1
304;16;17,45;42;0,15
304;35;18;17;0,15
304;44;19,45;13;0
305;69;36;8;0
305;75;7,75;84;0
306;11;21;95;0
306;16;17,45;45;0
306;22;21;99;0
306;31;12,5;88;0
306;35;18;27;0
307;16;17,45;34;0,05
307;23;9;19;0,05
307;62;49,3;36;0,05
307;77;13;58;0,05
308;14;23,25;70;0,2
308;19;9,2;90;0,2
308;24;4,5;14;0,2
308;51;53;65;0,2
308;56;38;63;0,2
309;72;34,8;58;0
310;64;33,25;94;0
310;75;7,75;91;0
311;47;9,5;59;0
311;51;53;16;0
311;52;7;19;0
311;53;32,8;79;0
311;73;15;23;0
312;41;9,65;20;0,05
312;55;24;21;0,05
313;30;25,89;72;0
313;62;49,3;95;0,25
314;44;19,45;13;0
314;51;53;45;0
315;33;2,5;32;0,1
315;62;49,3;94;0,1
316;36;19;28;0
316;52;7;14;0
317;17;39;98;0,05
317;31;12,5;61;0,05
317;55;24;89;0,05
318;24;4,5;31;0,1
318;64;33,25;81;0,1
319;11;21;11;0,15
319;18;62,5;14;0,15
319;76;18;79;0
320;31;12,5;80;0,2
320;51;53;54;0
320;59;55;42;0,2
321;10;31;43;0
322;31;12,5;36;0,2
322;76;18;69;0
323;11;21;52;0,05
323;56;38;56;0,05
324;14;23,25;30;0,15
324;42;14;62;0,15
325;16;17,45;59;0,1
325;32;32;55;0,1
325;40;18,4;95;0
325;75;7,75;18;0,1
326;17;39;47;0
326;34;14;53;0
326;53;32,8;83;0
327;33;2,5;97;0
327;40;18,4;78;0
327;62;49,3;19;0
327;64;33,25;85;0
328;59;55;41;0
328;63;43,9;55;0
328;72;34,8;76;0
328;76;18;99;0
329;1;18;97;0
329;31;12,5;69;0
329;44;19,45;88;0
330;39;18;89;0
330;75;7,75;34;0
330;77;13;95;0
331;35;18;44;0
331;57;19,5;25;0
332;15;15,5;30;0
332;75;7,75;95;0
333;14;23,25;94;0,05
333;41;9,65;45;0,05
333;65;21,05;8;0,05
334;75;7,75;91;0,2
335;57;19,5;97;0
335;76;18;52;0
336;29;123,79;51;0
336;60;34;22;0,15
336;69;36;50;0,15
337;31;12,5;39;0,05
338;47;9,5;58;0
339;52;7;39;0,15
340;26;31,23;35;0
340;35;18;15;0
340;77;13;78;0
341;18;62,5;24;0,2
341;42;14;75;0,2
342;35;18;100;0
343;1;18;19;0
343;77;13;17;0,05
344;3;10;34;0
344;7;30;63;0
344;54;7,45;86;0
345;15;15,5;55;0,05
345;26;31,23;11;0,05
346;20;81;53;0,2
346;69;36;17;0,2
346;76;18;37;0,2
347;52;7;17;0
347;58;13,25;38;0
348;35;18;81;0,25
348;61;28,5;27;0,25
348;69;36;74;0,25
349;56;38;37;0,2
349;63;43,9;60;0,2
349;75;7,75;11;0,2
350;24;4,5;32;0,2
350;57;19,5;43;0
350;65;21,05;96;0,2
351;27;43,9;8;0
351;71;21,5;35;0
352;62;49,3;94;0
353;54;7,45;57;0
353;73;15;84;0
354;13;6;62;0
354;59;55;52;0
355;77;13;26;0,25
356;22;21;60;0
356;49;20;48;0,05
357;48;12,75;100;0,1
357;76;18;47;0,1
358;16;17,45;19;0,05
358;59;55;87;0,05
358;60;34;56;0,05
358;71;21,5;30;0,05
359;4;22;40;0,2
359;55;24;34;0,2
359;62;49,3;64;0,2
360;7;30;80;0
360;17;39;12;0
360;33;2,5;40;0
360;40;18,4;48;0
360;72;34,8;34;0
361;56;38;50;0
362;1;18;23;0
362;10;31;65;0
362;21;10;29;0
363;36;19;18;0,25
364;1;18;56;0
364;2;19;92;0
364;60;34;77;0
365;10;31;53;0
365;36;19;70;0
365;49;20;68;0
365;60;34;91;0
365;76;18;26;0
366;13;6;81;0,1
366;75;7,75;35;0
367;11;21;97;0
367;21;10;90;0
367;39;18;39;0
368;55;24;55;0
369;38;263,5;90;0,05
369;56;38;36;0
369;70;15;42;0,05
369;71;21,5;12;0,05
370;59;55;23;0,15
371;6;25;86;0
371;56;38;88;0
371;68;12,5;19;0
372;21;10;22;0
372;22;21;98;0
373;24;4,5;100;0
373;52;7;20;0
374;19;9,2;23;0
374;23;9;34;0
374;70;15;30;0
374;71;21,5;38;0
375;2;19;75;0
375;68;12,5;21;0,2
376;14;23,25;65;0
376;19;9,2;78;0,1
376;21;10;50;0,1
376;24;4,5;69;0
376;35;18;94;0,1
377;28;45,6;96;0
377;29;123,79;28;0
377;44;19,45;38;0
378;14;23,25;52;0
378;42;14;60;0
378;60;34;76;0
379;53;32,8;84;0
379;60;34;88;0
379;71;21,5;40;0
380;62;49,3;61;0
380;73;15;84;0,15
381;1;18;99;0
382;29;123,79;55;0
382;64;33,25;21;0
383;55;24;85;0,05
383;76;18;47;0
384;75;7,75;47;0,1
385;2;19;93;0,05
385;33;2,5;11;0,05
386;12;38;53;0,15
386;13;6;99;0,15
386;26;31,23;41;0,15
386;62;49,3;63;0,15
387;7;30;89;0
387;18;62,5;85;0
387;51;53;93;0
387;75;7,75;61;0
388;4;22;19;0,1
388;5;21,35;41;0,1
388;22;21;100;0
389;4;22;9;0
389;58;13,25;63;0
390;11;21;93;0
390;50;16,25;90;0,05
390;56;38;85;0,05
391;45;9,5;40;0
391;65;21,05;74;0
391;72;34,8;76;0
392;18;62,5;71;0
393;69;36;9;0,25
393;70;15;22;0,25
394;2;19;12;0
394;40;18,4;11;0
395;21;10;72;0,2
395;61;28,5;16;0,2
396;28;45,6;30;0,25
396;39;18;54;0,25
396;46;12;53;0,25
397;18;62,5;76;0,1
397;43;46;74;0
397;46;12;51;0,1
398;18;62,5;88;0
398;36;19;70;0
399;1;18;32;0,25
399;10;31;96;0,25
399;71;21,5;30;0,25
399;77;13;34;0,25
400;19;9,2;19;0
400;39;18;89;0
401;22;21;59;0
401;24;4,5;20;0,15
402;28;45,6;24;0
402;72;34,8;93;0
403;30;25,89;52;0
403;53;32,8;65;0,05
403;54;7,45;19;0
404;19;9,2;43;0,25
404;22;21;22;0,25
405;30;25,89;29;0,25
405;42;14;30;0
406;16;17,45;96;0,1
406;60;34;89;0,1
407;4;22;20;0,1
407;39;18;11;0,1
407;54;7,45;48;0,1
408;41;9,65;78;0,2
409;14;23,25;96;0,1
409;44;19,45;82;0,1
409;47;9,5;35;0,1
410;15;15,5;92;0
410;41;9,65;18;0
410;46;12;20;0
410;47;9,5;76;0
410;56;38;74;0
410;60;34;16;0
411;21;10;93;0
411;40;18,4;24;0,05
411;60;34;22;0,05
411;77;13;34;0,05
412;31;12,5;24;0,05
412;40;18,4;22;0,05
412;70;15;52;0,05
413;20;81;49;0
414;39;18;79;0,2
414;58;13,25;90;0,2
415;68;12,5;30;0
416;40;18,4;9;0,05
416;42;14;23;0,05
416;51;53;37;0,05
417;10;31;15;0,15
417;56;38;74;0,15
417;65;21,05;48;0,15
418;51;53;34;0
418;59;55;14;0
418;76;18;57;0
419;29;123,79;73;0
419;65;21,05;58;0
420;69;36;62;0,2
420;71;21,5;20;0,2
421;31;12,5;27;0,1
421;55;24;71;0,1
421;64;33,25;49;0,1
422;36;19;10;0
423;23;9;49;0
423;46;12;93;0
423;67;14;62;0
423;73;15;57;0
423;75;7,75;84;0
424;16;17,45;69;0
424;62;49,3;39;0
424;65;21,05;20;0
425;38;263,5;47;0,1
425;71;21,5;33;0
426;16;17,45;100;0
426;42;14;22;0
426;43;46;56;0
427;23;9;30;0
428;14;23,25;20;0
428;53;32,8;52;0
428;58;13,25;60;0
429;10;31;41;0
429;19;9,2;49;0
429;44;19,45;28;0
430;26;31,23;32;0,15
430;33;2,5;46;0,15
431;12;38;56;0
431;33;2,5;36;0
431;41;9,65;74;0
431;54;7,45;46;0
432;59;55;30;0
433;16;17,45;22;0,25
433;31;12,5;56;0,25
433;42;14;55;0,25
434;19;9,2;88;0,1
434;21;10;30;0,1
434;64;33,25;80;0
435;33;2,5;55;0
435;66;17;87;0
435;75;7,75;65;0
436;52;7;20;0
437;40;18,4;86;0
437;47;9,5;48;0
437;60;34;41;0
438;10;31;33;0
438;41;9,65;61;0
438;47;9,5;88;0
