order_id;customer_id;employee_id;order_date;required_date;shipped_date;ship_via;freight;ship_name;ship_address;ship_city;ship_region;ship_postal_code;ship_country
885;SUPRD;4;10.09.1993;08.10.1993;09.10.1993;2;6,27;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
886;GODOS;7;11.09.1993;09.10.1993;18.09.1993;2;107,83;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Spain
887;TORTU;1;12.09.1993;10.10.1993;17.09.1993;2;63,79;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;Mexico
888;OLDWO;8;13.09.1993;11.10.1993;09.10.1993;3;257,62;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
889;ROMEY;1;16.09.1993;14.10.1993;23.09.1993;3;7,56;Romero y tomillo;Gran Vía, 1;Madrid;;28001;Spain
890;LONEP;2;17.09.1993;15.10.1993;25.09.1993;2;0,56;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
891;ANATR;7;18.09.1993;16.10.1993;24.09.1993;3;1,61;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;5021;Mexico
892;HUNGO;3;19.09.1993;17.10.1993;23.10.1993;1;47,3;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
893;THEBI;8;20.09.1993;18.10.1993;27.09.1993;2;17,52;The Big Cheese;89 Jefferson Way Suite 2;Portland;OR;97201;USA
894;DUMON;1;20.09.1993;04.10.1993;26.09.1993;3;24,69;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;France
895;WANDK;2;23.09.1993;21.10.1993;03.10.1993;2;40,26;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
896;QUICK;2;24.09.1993;22.10.1993;04.10.1993;2;1,96;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
897;RATTC;1;25.09.1993;23.10.1993;04.10.1993;2;74,16;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
898;ISLAT;4;26.09.1993;24.10.1993;03.10.1993;2;41,76;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
899;RATTC;1;27.09.1993;25.10.1993;08.10.1993;3;150,15;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
900;LONEP;6;30.09.1993;28.10.1993;10.10.1993;1;12,69;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
901;ISLAT;8;01.10.1993;29.10.1993;04.10.1993;2;4,73;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
902;TORTU;7;02.10.1993;30.10.1993;11.10.1993;3;64,5;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;Mexico
903;WARTH;5;03.10.1993;17.10.1993;18.10.1993;3;34,57;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
904;ISLAT;3;03.10.1993;31.10.1993;11.10.1993;2;3,43;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
905;PERIC;7;04.10.1993;01.11.1993;23.10.1993;3;0,4;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;5033;Mexico
906;KOENE;4;07.10.1993;04.11.1993;14.10.1993;1;4,88;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
907;SAVEA;9;08.10.1993;05.11.1993;10.10.1993;1;214,27;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
908;KOENE;1;09.10.1993;23.10.1993;14.10.1993;3;64,86;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
909;BOLID;4;10.10.1993;07.11.1993;14.10.1993;2;77,92;Bólido Comidas preparadas;C/ Araquil, 67;Madrid;;28023;Spain
910;FOLKO;2;11.10.1993;08.11.1993;14.10.1993;1;63,36;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
911;FURIB;4;14.10.1993;11.11.1993;17.10.1993;3;87,03;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
912;SPLIR;4;15.10.1993;26.11.1993;23.10.1993;2;191,67;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
913;LILAS;3;16.10.1993;13.11.1993;28.10.1993;1;12,75;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
914;BONAP;9;16.10.1993;27.11.1993;21.10.1993;1;10,19;Bon app';12, rue des Bouchers;Marseille;;13008;France
915;MEREP;3;17.10.1993;28.11.1993;21.10.1993;2;52,84;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
916;WARTH;5;18.10.1993;15.11.1993;25.10.1993;3;0,59;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
917;VICTE;8;21.10.1993;18.11.1993;28.10.1993;2;8,56;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
918;HUNGO;7;22.10.1993;19.11.1993;24.10.1993;2;42,11;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
919;PRINI;7;23.10.1993;20.11.1993;25.10.1993;2;15,51;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
920;FRANK;4;24.10.1993;21.11.1993;29.10.1993;3;108,26;Frankenversand;Berliner Platz 43;München;;80805;Germany
921;OLDWO;4;25.10.1993;22.11.1993;29.10.1993;3;84,21;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
922;MEREP;2;28.10.1993;25.11.1993;04.11.1993;2;15,66;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
923;BONAP;1;29.10.1993;26.11.1993;08.11.1993;3;166,31;Bon app';12, rue des Bouchers;Marseille;;13008;France
924;SIMOB;7;29.10.1993;26.11.1993;05.11.1993;3;26,78;Simons bistro;Vinbæltet 34;Kobenhavn;;1734;Denmark
925;FRANK;4;30.10.1993;13.11.1993;04.11.1993;2;54,83;Frankenversand;Berliner Platz 43;München;;80805;Germany
926;LEHMS;4;31.10.1993;28.11.1993;06.11.1993;1;110,37;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
927;WHITC;4;01.11.1993;29.11.1993;05.11.1993;2;23,29;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
928;QUICK;2;04.11.1993;02.12.1993;11.11.1993;2;249,06;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
929;RATTC;3;05.11.1993;17.12.1993;08.11.1993;3;142,08;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
930;FAMIA;4;06.11.1993;04.12.1993;08.11.1993;3;3,1;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
931;WANDK;4;07.11.1993;05.12.1993;15.11.1993;2;0,78;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
932;SPLIR;7;08.11.1993;06.12.1993;15.11.1993;1;8,63;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
933;LAMAI;6;11.11.1993;09.12.1993;03.12.1993;2;64,19;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
934;ERNSH;1;11.11.1993;09.12.1993;20.11.1993;1;162,33;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
935;FURIB;3;12.11.1993;26.11.1993;18.11.1993;3;1,3;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
936;PICCO;7;13.11.1993;11.12.1993;25.11.1993;3;360,63;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
937;PERIC;8;14.11.1993;12.12.1993;20.11.1993;3;53,8;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;5033;Mexico
938;AROUT;6;15.11.1993;13.12.1993;20.11.1993;1;41,95;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
939;WANDK;6;18.11.1993;16.12.1993;27.11.1993;2;36,71;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
940;LILAS;1;19.11.1993;17.12.1993;02.12.1993;3;34,88;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
941;LAMAI;5;20.11.1993;18.12.1993;27.11.1993;1;19,64;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
942;SEVES;5;21.11.1993;19.12.1993;26.11.1993;3;288,43;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
943;BLONP;4;22.11.1993;20.12.1993;02.12.1993;3;131,7;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
944;QUICK;1;22.11.1993;20.12.1993;03.12.1993;2;183,17;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
945;BONAP;3;25.11.1993;23.12.1993;28.11.1993;1;96,04;Bon app';12, rue des Bouchers;Marseille;;13008;France
946;DRACD;4;26.11.1993;24.12.1993;04.12.1993;3;30,54;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany
947;EASTC;1;26.11.1993;07.01.1994;04.12.1993;1;71,97;Eastern Connection;35 King George;London;;WX3 6FW;UK
948;ANTON;3;27.11.1993;25.12.1993;02.12.1993;2;22;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;Mexico
949;GALED;8;28.11.1993;09.01.1994;30.12.1993;2;10,14;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Spain
950;VAFFE;7;28.11.1993;26.12.1993;02.12.1993;3;13,55;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
951;ERNSH;2;29.11.1993;27.12.1993;02.12.1993;2;101,95;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
952;SPLIR;8;02.12.1993;30.12.1993;09.12.1993;2;195,68;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
953;CHOPS;6;03.12.1993;31.12.1993;27.12.1993;2;1,17;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland
954;LAMAI;1;03.12.1993;31.12.1993;24.12.1993;1;0,45;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
955;QUEEN;5;04.12.1993;01.01.1994;09.12.1993;2;890,78;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
956;HUNGO;4;05.12.1993;02.01.1994;11.12.1993;3;124,12;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
957;WOLZA;1;05.12.1993;02.01.1994;09.12.1993;3;3,94;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland
958;HUNGC;3;06.12.1993;03.01.1994;09.12.1993;2;20,12;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
959;MEREP;1;09.12.1993;06.01.1994;13.12.1993;2;20,39;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
960;SEVES;1;09.12.1993;06.01.1994;13.12.1993;3;22,21;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
961;FOLKO;5;10.12.1993;07.01.1994;19.12.1993;3;5,44;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
962;QUEDE;2;11.12.1993;08.01.1994;13.12.1993;1;45,03;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
963;HUNGO;8;12.12.1993;09.01.1994;16.01.1994;3;35,03;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
964;LILAS;3;12.12.1993;09.01.1994;13.12.1993;3;7,99;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
965;ERNSH;4;13.12.1993;10.01.1994;16.12.1993;1;94,77;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
966;AROUT;8;16.12.1993;13.01.1994;18.12.1993;3;34,24;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
967;BERGS;3;16.12.1993;13.01.1994;20.12.1993;3;168,64;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
968;SPLIR;1;17.12.1993;14.01.1994;23.12.1993;2;30,96;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
969;FAMIA;9;18.12.1993;01.01.1994;25.12.1993;3;13,99;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
970;SANTG;1;18.12.1993;15.01.1994;20.12.1993;2;93,63;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway
971;SEVES;2;19.12.1993;16.01.1994;20.12.1993;1;34,86;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
972;BOTTM;4;20.12.1993;17.01.1994;24.12.1993;2;47,42;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
973;ERNSH;6;23.12.1993;20.01.1994;26.12.1993;1;126,38;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
974;DRACD;3;23.12.1993;20.01.1994;31.12.1993;3;5,45;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany
975;PICCO;2;24.12.1993;21.01.1994;01.01.1994;3;122,46;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
976;SAVEA;1;25.12.1993;22.01.1994;03.01.1994;3;126,56;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
977;HUNGC;1;25.12.1993;22.01.1994;03.01.1994;3;30,34;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
978;HILAA;6;26.12.1993;23.01.1994;03.01.1994;1;184,41;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
979;FRANK;1;27.12.1993;10.01.1994;06.01.1994;3;135,35;Frankenversand;Berliner Platz 43;München;;80805;Germany
980;PRINI;5;27.12.1993;24.01.1994;02.01.1994;1;60,26;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
981;SAVEA;2;30.12.1993;27.01.1994;09.01.1994;3;89,16;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
982;VAFFE;8;31.12.1993;14.01.1994;08.01.1994;3;27,36;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
983;EASTC;1;01.01.1994;29.01.1994;16.01.1994;3;83,93;Eastern Connection;35 King George;London;;WX3 6FW;UK
984;RATTC;1;01.01.1994;29.01.1994;10.01.1994;1;12,51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
985;ERNSH;8;02.01.1994;13.02.1994;10.01.1994;2;67,88;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
986;ERNSH;4;03.01.1994;31.01.1994;09.01.1994;3;73,79;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
987;MAGAA;2;03.01.1994;31.01.1994;08.01.1994;1;155,97;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
988;LINOD;1;06.01.1994;03.02.1994;22.01.1994;1;34,82;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
989;QUEEN;7;07.01.1994;18.02.1994;13.01.1994;1;108,04;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
990;OTTIK;2;07.01.1994;04.02.1994;30.01.1994;2;91,48;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
991;FOLIG;8;08.01.1994;05.02.1994;14.01.1994;1;11,26;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
992;OCEAN;3;09.01.1994;06.02.1994;14.01.1994;1;29,83;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;;1010;Argentina
993;BOTTM;3;10.01.1994;07.02.1994;15.01.1994;3;2,4;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
994;BOTTM;9;10.01.1994;07.02.1994;21.01.1994;3;23,65;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
995;WARTH;8;13.01.1994;10.02.1994;15.01.1994;2;3,77;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
996;LAMAI;3;14.01.1994;11.02.1994;16.01.1994;2;95,66;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
997;FAMIA;2;14.01.1994;11.02.1994;17.01.1994;3;21,48;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
998;HUNGC;3;15.01.1994;12.02.1994;24.01.1994;1;0,2;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
999;WARTH;8;16.01.1994;13.02.1994;27.01.1994;3;22,72;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
1000;SIMOB;4;16.01.1994;13.02.1994;28.01.1994;3;70,29;Simons bistro;Vinbæltet 34;Kobenhavn;;1734;Denmark
1001;QUICK;4;17.01.1994;14.02.1994;24.01.1994;1;17,55;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
1002;RICSU;4;20.01.1994;17.02.1994;30.01.1994;2;137,35;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
1003;WELLI;3;21.01.1994;18.02.1994;27.01.1994;1;44,12;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
1004;QUEDE;8;21.01.1994;04.03.1994;27.01.1994;1;99,23;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
1005;FRANS;2;22.01.1994;19.02.1994;31.01.1994;1;3,02;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Italy
1006;GOURL;6;23.01.1994;06.02.1994;24.02.1994;3;24,5;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
1007;MEREP;7;23.01.1994;20.02.1994;27.01.1994;2;370,61;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
1008;LAMAI;6;24.01.1994;21.02.1994;14.02.1994;2;7,93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
1009;GALED;4;27.01.1994;24.02.1994;06.02.1994;1;18,69;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Spain
1010;PICCO;4;27.01.1994;24.02.1994;03.03.1994;2;31,29;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
1011;REGGC;7;28.01.1994;25.02.1994;04.02.1994;1;11,09;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
1012;HUNGO;3;29.01.1994;12.03.1994;07.02.1994;2;56,63;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
1013;ERNSH;4;30.01.1994;13.02.1994;03.02.1994;1;458,78;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
1014;BOTTM;4;30.01.1994;13.02.1994;07.02.1994;2;44,17;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
1015;SPLIR;3;31.01.1994;14.02.1994;07.02.1994;2;4,34;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
